# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
426.0; 11.818; -35.7; 605.8; 2507.2; -35.7; 753.9; 3204.6; 2771.5; 731.7; 3684.6; 2771.5; 845.5; 4382.0
429.0; 11.892; -35.7; 559.4; 2545.1; -35.7; 682.6; 3182.4; 2754.2; 673.5; 3719.3; 2754.2; 768.5; 4356.6
432.0; 11.964; -35.7; 515.5; 2580.5; -35.7; 617.9; 3162.5; 2737.4; 619.2; 3751.6; 2737.4; 698.3; 4333.6
435.0; 12.037; -35.7; 473.6; 2614.0; -35.7; 558.2; 3144.2; 2721.0; 567.7; 3782.0; 2721.0; 633.3; 4312.3
438.0; 12.109; -35.7; 432.9; 2646.1; -35.7; 502.2; 3127.1; 2705.1; 518.3; 3811.2; 2705.1; 572.2; 4292.2
441.0; 12.180; -35.7; 392.8; 2677.2; -35.7; 448.9; 3110.8; 2689.7; 470.1; 3839.5; 2689.7; 513.9; 4273.1
444.0; 12.252; -35.7; 352.8; 2707.8; -35.7; 397.3; 3094.8; 2674.6; 422.4; 3867.3; 2674.6; 457.3; 4254.4
447.0; 12.323; -35.7; 311.9; 2738.2; -35.7; 346.2; 3078.7; 2660.0; 374.3; 3895.1; 2660.0; 401.4; 4235.6
450.0; 12.393; -35.7; 269.4; 2769.0; -35.7; 294.6; 3062.0; 2645.7; 324.9; 3923.4; 2645.7; 345.0; 4216.4
453.0; 12.463; -35.7; 224.0; 2800.8; -35.7; 241.2; 3044.1; 2631.8; 272.8; 3952.7; 2631.8; 286.7; 4196.1
456.0; 12.533; -35.7; 174.2; 2834.3; -35.7; 184.5; 3024.3; 2618.3; 216.4; 3983.9; 2618.3; 225.0; 4173.9
459.0; 12.602; -35.7; 118.3; 2870.4; -35.7; 123.1; 3001.8; 2605.1; 154.0; 4017.6; 2605.1; 158.2; 4149.0
462.0; 12.671; -35.7; 54.2; 2909.9; -35.7; 55.3; 2975.7; 2592.2; 83.2; 4054.8; 2592.2; 84.3; 4120.7
465.0; 12.740; -35.7; -20.4; 2953.8; -35.7; -20.3; 2944.9; 2579.7; 1.6; 4096.6; 2579.7; 1.6; 4087.7
468.0; 12.809; -35.7; -108.1; 3003.1; -35.7; -105.0; 2908.6; 2567.5; -93.5; 4143.8; 2567.5; -91.8; 4049.3
471.0; 12.877; -35.7; -211.3; 3058.7; -35.7; -199.4; 2865.8; 2555.5; -204.7; 4197.3; 2555.5; -197.0; 4004.5
474.0; 12.945; -35.7; -332.3; 3121.1; -35.7; -303.3; 2816.0; 2543.9; -334.4; 4257.7; 2543.9; -314.6; 3952.7
477.0; 13.012; -35.7; -472.5; 3190.4; -35.7; -415.4; 2759.2; 2532.5; -484.0; 4325.1; 2532.5; -443.9; 3893.9
480.0; 13.079; -35.7; -631.4; 3265.9; -35.7; -532.6; 2695.9; 2521.4; -653.5; 4398.8; 2521.4; -582.8; 3828.8
483.0; 13.146; -35.7; -805.7; 3345.8; -35.7; -650.5; 2628.0; 2510.6; -839.9; 4476.9; 2510.6; -727.1; 3759.1
486.0; 13.213; -35.7; -988.5; 3427.3; -35.7; -762.9; 2558.4; 2500.1; -1037.0; 4556.6; 2500.1; -870.7; 3687.8
489.0; 13.279; -35.7; -1168.5; 3505.9; -35.7; -863.3; 2491.4; 2489.9; -1234.4; 4633.6; 2489.9; -1006.2; 3619.1
492.0; 13.345; -35.7; -1330.2; 3576.4; -35.7; -945.2; 2432.3; 2479.9; -1417.5; 4702.5; 2479.9; -1125.2; 3558.4
495.0; 13.411; -35.7; -1455.5; 3632.9; -35.7; -1003.2; 2387.0; 2470.2; -1568.6; 4757.4; 2470.2; -1219.5; 3511.5
498.0; 13.476; -35.8; -1525.7; 3669.4; -35.8; -1032.4; 2361.6; 2460.7; -1668.7; 4792.4; 2460.7; -1280.8; 3484.5
501.0; 13.541; -36.6; -1543.7; 3739.7; -36.6; -1047.3; 2410.7; 2014.8; -1707.1; 4750.1; 2014.8; -1298.6; 3421.1
504.0; 13.607; -37.5; -1512.6; 3859.7; -37.5; -1049.5; 2544.9; 1015.0; -1695.1; 4616.6; 1015.0; -1279.3; 3301.9
507.0; 13.672; -231.0; -1429.6; 4005.2; -231.0; -1027.7; 2739.7; -161.6; -1641.2; 4414.4; -161.6; -1232.3; 3148.9
